id,match_id,match_start_time,season_id,sport_type,period_type,period_order,period_start_time,period_duration,event_time,team_id,team_name,player_id,player_shirt_number,player_name,events,x,y,to_x,to_y,goal_position_x,goal_position_y,attack_direction,is_team_event,is_duration_event,to_player_id,to_player_name,to_player_shirt_number
696be9efa25766a48d7910ff,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,736,12987,Tu Equipo,644360.0,21,Urritza Ezkurra Imanol,"[{""event_type"": ""pass"", ""property"": {""outcome"": ""success"", ""area"": ""middleAreaPass"", ""direction"": ""backwardPass"", ""distance"": ""shortPass"", ""is_key_pass"": false}}]",0.499803,0.519064,0.442311,0.5358240000000001,,,right,False,False,644354.0,Iriarte Jauregi Hodei,6
696beb4ea25766a48d7a277e,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1411,7608,Equipo Rival 3,675457.0,,Unai Zubiria Garciandia,"[{""event_type"": ""pressure"", ""property"": {""target_player_id"": 644354, ""type"": ""indirectPressure"", ""distance"": 4.79, ""speed"": 4.74, ""duration"": 960}}]",0.4911045730113983,0.6541247367858887,0.4682554006576538,0.5973668694496155,,,left,False,True,,,
696be9efa25766a48d791100,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1583,12987,Tu Equipo,644354.0,6,Iriarte Jauregi Hodei,"[{""event_type"": ""passReceived"", ""property"": {}}]",0.442311,0.5358240000000001,,,,,right,False,False,,,
696beabda25766a48d79268b,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1611,12987,Tu Equipo,524508.0,11,Javier Sola Gascón,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.4, ""distance"": 1.3514, ""velocity_ms"": 4.0062, ""acceleration_ms2"": 3.0874}}]",0.50130295753479,0.8573799133300781,0.5127302408218384,0.8482351303100586,,,left,False,True,,,
696be9efa25766a48d791101,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1940,12987,Tu Equipo,644354.0,6,Iriarte Jauregi Hodei,"[{""event_type"": ""pass"", ""property"": {""outcome"": ""success"", ""area"": ""middleAreaPass"", ""direction"": ""sidewaysPass"", ""distance"": ""shortPass"", ""is_key_pass"": false}}]",0.440003,0.532858,0.421875,0.40145699999999995,,,right,False,False,644366.0,San Miguel Mina Eduardo,20
696beabda25766a48d793186,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2371,7608,Equipo Rival 3,675457.0,20,Unai Zubiria Garciandia,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hdcc"", ""duration"": 0.8, ""distance"": 2.8506, ""velocity_ms"": 2.7172, ""acceleration_ms2"": -3.5351}}]",0.4682554006576538,0.5973668694496155,0.4546314477920532,0.5611124038696289,,,right,False,True,,,
696beb4ea25766a48d7a277f,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2571,7608,Equipo Rival 3,305760.0,,Julen Madariaga Pascual,"[{""event_type"": ""pressure"", ""property"": {""target_player_id"": 644366, ""type"": ""indirectPressure"", ""distance"": 3.21, ""speed"": 3.97, ""duration"": 680}}]",0.44962024688720703,0.4618675708770752,0.4246581792831421,0.45284801721572876,,,left,False,True,,,
696beabda25766a48d7928ef,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2771,12987,Tu Equipo,644358.0,4,Ciganda Gonzalez Pablo,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.4, ""distance"": 0.4472, ""velocity_ms"": 1.9841, ""acceleration_ms2"": 3.4981}}]",0.3198305070400238,0.4901992678642273,0.3239794671535492,0.49168527126312256,,,left,False,True,,,
696beabda25766a48d792a4a,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2771,12987,Tu Equipo,647321.0,5,Ander Alonso Labiano,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.8, ""distance"": 1.4319, ""velocity_ms"": 2.6141, ""acceleration_ms2"": 3.2908}}]",0.3170604705810547,0.5926095843315125,0.33069777488708496,0.5927504301071167,,,left,False,True,,,
696beabda25766a48d79327f,209425,2025-11-15T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2771,7608,Equipo Rival 3,675463.0,14,Aimar Martiarena Tihista,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hdcc"", ""duration"": 0.4, ""distance"": 1.6766, ""velocity_ms"": 3.347, ""acceleration_ms2"": -3.6361}}]",0.5661443471908569,0.43076586723327637,0.5505557656288147,0.42542707920074463,,,right,False,True,,,
