id,match_id,match_start_time,season_id,sport_type,period_type,period_order,period_start_time,period_duration,event_time,team_id,team_name,player_id,player_shirt_number,player_name,events,x,y,to_x,to_y,goal_position_x,goal_position_y,attack_direction,is_team_event,is_duration_event,to_player_id,to_player_name,to_player_shirt_number
694f40da3fc2f04d68b12195,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,136,11016,A.D. San Juan,207266.0,7,Ander Iriguibel Azcarate,"[{""event_type"": ""pass"", ""property"": {""outcome"": ""success"", ""area"": ""middleAreaPass"", ""direction"": ""backwardPass"", ""distance"": ""mediumPass"", ""is_key_pass"": false}}]",0.499328,0.488316,0.336363,0.49224500000000004,,,right,False,False,653332.0,Antxon Zabalza Bacaicoa,14
694f40da3fc2f04d68b12196,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1540,11016,A.D. San Juan,653332.0,14,Antxon Zabalza Bacaicoa,"[{""event_type"": ""passReceived"", ""property"": {}}]",0.336363,0.49224500000000004,,,,,right,False,False,,,
694f42693fc2f04d68b137d3,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2023,11016,A.D. San Juan,330166.0,10,Alejandro Gomez Sanz,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.8, ""distance"": 1.8685, ""velocity_ms"": 3.0557, ""acceleration_ms2"": 3.3055}}]",0.5029296875,0.2185734510421753,0.5131997466087341,0.2409813404083252,,,right,False,True,,,
694f42693fc2f04d68b138b3,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2423,12987,CD Subiza,644355.0,12,Saralegui Nagore Aitor,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.4, ""distance"": 0.488, ""velocity_ms"": 2.1398, ""acceleration_ms2"": 3.5695}}]",0.6443734169006348,0.3087416887283325,0.647845447063446,0.3135128617286682,,,left,False,True,,,
694f40da3fc2f04d68b12197,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,3200,11016,A.D. San Juan,653332.0,14,Antxon Zabalza Bacaicoa,"[{""event_type"": ""pass"", ""property"": {""outcome"": ""success"", ""area"": ""defensiveAreaPass"", ""direction"": ""forwardPass"", ""distance"": ""longPass"", ""is_key_pass"": false}}, {""event_type"": ""penetration"", ""property"": {""type"": ""pass"", ""outcome"": ""success"", ""direction"": ""through"", ""contained"": ""outside"", ""units_past"": [1], ""number_of_units_past"": 1, ""is_last_line_break"": false, ""past_player_ids"": [644366, 644360, 644359, 415191], ""packing"": 4, ""total_opposition_units"": 4, ""unit_player_map"": {""1"": [644359, 415191], ""2"": [644360, 644363, 644366], ""3"": [644355, 644354, 644364], ""4"": [647321, 577375]}, ""player_unit_map"": {""644359"": 1, ""415191"": 1, ""644360"": 2, ""644363"": 2, ""644366"": 2, ""644355"": 3, ""644354"": 3, ""644364"": 3, ""647321"": 4, ""577375"": 4}, ""position_of_units_past"": ""first""}}]",0.332277,0.48425799999999997,0.602989,0.9331739,,,right,False,False,653326.0,Iker Lecuna Azcona,20
694f42693fc2f04d68b1344b,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,3223,11016,A.D. San Juan,330166.0,10,Alejandro Gomez Sanz,"[{""event_type"": ""running"", ""property"": {""type"": ""vhir"", ""duration"": 3.2, ""distance"": 20.2792, ""velocity_ms"": 6.2939, ""possession"": ""attack""}}]",0.521859347820282,0.26387226581573486,0.5764778256416321,0.5481609106063843,,,right,False,True,,,
694f42693fc2f04d68b1340a,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,3623,11016,A.D. San Juan,207266.0,7,Ander Iriguibel Azcarate,"[{""event_type"": ""running"", ""property"": {""type"": ""vhir"", ""duration"": 1.6, ""distance"": 9.409, ""velocity_ms"": 5.8568, ""possession"": ""attack""}}]",0.6285184621810913,0.543869137763977,0.7008154392242432,0.6197438836097717,,,right,False,True,,,
694f42693fc2f04d68b13e16,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,4023,11016,A.D. San Juan,653326.0,20,Iker Lecuna Azcona,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hdcc"", ""duration"": 0.4, ""distance"": 1.625, ""velocity_ms"": 2.7963, ""acceleration_ms2"": -4.0999}}]",0.6211074590682983,0.9011141061782837,0.6337139010429382,0.9149770736694336,,,right,False,True,,,
694f43893fc2f04d68b22390,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,4583,12987,CD Subiza,644364.0,,Sarango Roca Pedro,"[{""event_type"": ""pressure"", ""property"": {""target_player_id"": 653326, ""type"": ""directPressure"", ""distance"": 2.63, ""speed"": 3.88, ""duration"": 1360}}]",0.6590114831924438,0.8787508010864258,0.6190720200538635,0.9214096069335938,,,left,False,True,,,
694f42693fc2f04d68b13b91,199542,2025-09-27T15:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,6023,11016,A.D. San Juan,330166.0,10,Alejandro Gomez Sanz,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hdcc"", ""duration"": 0.8, ""distance"": 4.7158, ""velocity_ms"": 4.5892, ""acceleration_ms2"": -4.7088}}]",0.5730764269828796,0.5079725384712219,0.5773389935493469,0.5769500136375427,,,right,False,True,,,
